Species,State
Mirostenella_sp,0
Narella_bowersi,0
Narella_clavata,0
Narella_dichotoma,0
Narella_sp,0
Narella_versluysi,0
Ophidiogorgia_kuekenthali,0
Ophidiogorgia_sp,0
Paragorgia_arborea,0
Paragorgia_johnsoni,0
Paragorgia_sp,0
Paramuricea_biscaya,0
Paramuricea_nr,0
Paramuricea_placomus,0
Paramuricea_sp,0
Parastenella_sp,0
Parastenella_spinosa,0
Perissogorgia_monile,0
Perissogorgia_vitrea,0
Plumarella_delicatissima,0
Plumarella_diadema,0
Plumarella_sp,0
Plumarella_undulata,0
Primnoa_pacifica,0
Primnoa_sp,0
Primnoeides_sertularoides,0
Primnoeides_sp,0
Primnoella_antarctica,0
Primnoella_chilensis,0
Primnoella_divaricata,0
Primnoella_scotiae,0
Primnoella_sp,0
Primnoidae_gen,0
Primnoidae_sp,0
Pseudochrysogorgia_bellona,0
Radicipes_gracilis,0
Radicipes_sp,0
Rhodaniridogorgia_fragilis,0
Rhodaniridogorgia_sp,0
Taiaroa_tauhou,0
Thouarella_antarctica,0
Thouarella_chilensis,0
Thouarella_coronata,0
Thouarella_crenelata,0
Thouarella_grasshoffi,0
Thouarella_laxa,0
Thouarella_pendulina,0
Thouarella_sp,0
Thouarella_variabilis,0
Thouarella_viridis,0
Titanideum_frauenfeldii,0
Tokoprymno_sp,0
Trichogorgia_capensis,0
Tubipora_musica,0
Umbellula_sp,0
Xenia_sp,0
Relicanthus_daphneae,0
Acropora_cervicornis,0
Acropora_cytherea,0
Acropora_digitifera,0
Acropora_formosa,0
Acropora_humilis,0
Acropora_hyacinthus,0
Acropora_palifera,0
Acropora_palmata,0
Acropora_robusta,0
Alveopora_sp,0
Anacropora_sp,0
Isopora_palifera,0
Montipora_capitata,0
Montipora_digitata,0
Montipora_dilatata,0
Montipora_flabellata,0
Montipora_patula,0
Montipora_sp,0
Montipora_verrilli,0
Agaricia_agaricites,0
Agaricia_fragilis,0
Agaricia_humilis,0
Agaricia_lamarcki,0
Agaricia_tenuifolia,0
Gardineroseris_planulata,0
Leptoseris_sp,0
Pavona_frondifera,0
Pavona_varians,0
Anthemiphyllia_spinifera,0
Madracis_mirabilis,0
Madracis_pharensis,0
Stephanocoenia_michelinii,0
Caryophyllia_inornata,0
Crispatotrochus_rugosus,0
Paracyathus_pulchellus,0
Polycyathus_muellerae,0
Thalamophyllia_gasti,0
Rhizosmilia_maculata,0
Balanophyllia_regia,0
Balanophyllia_sp,0
Dendrophyllia_sp,0
Enallopsammia_rostrata,0
Leptopsammia_pruvoti,0
Tubastraea_aurea,0
Tubastraea_coccinea,0
Turbinaria_peltata,0
Catalaphyllia_jardinei,0
Euphyllia_ancora,0
Montastraea_annularis,0
Montastraea_cavernosa,0
Montastraea_faveolata,0
Montastraea_franksi,0
Montastraea_sp,0
Montastraea_valenciennesi,0
Fungiacyathus_marenzelleri,0
Gardineria_hawaiiensis,0
Gardineria_paradoxa,0
Leptastrea_bottae,0
Lobophyllia_hemprichii,0
Eusmilia_fastigiata,0
Cyphastrea_ocellina,0
Leptoria_phrygia,0
Merulina_ampliata,0
Merulina_scabricula,0
Oulophyllia_sp,0
Platygyra_daedalea,0
Platygyra_sinensis,0
Platygyra_sp,0
Letepsammia_formosissima,0
Rhombopsammia_niphada,0
Diploria_labyrinthiformis,0
Diploria_strigosa,0
Favia_favus,0
Favia_fragum,0
Mussa_angulosa,0
Madrepora_oculata,0
Oculina_patagonica,0
Pocillopora_damicornis,0
Pocillopora_meandrina,0
Pocillopora_sp,0
Goniopora_columna,0
Goniopora_gracilis,0
Goniopora_minor,0
Goniopora_planulata,0
Goniopora_sp,0
Goniopora_stokesi,0
Porites_astreoides,0
Porites_branneri,0
Porites_compressa,0
Porites_cylindrica,0
Porites_divaricata,0
Porites_lobata,0
Porites_lutea,0
Porites_nigrescens,0
Porites_sp,0
Siderastrea_radians,0
Siderastrea_siderea,0
Notocyathus_sp,0
Astreopora_myriophthalma,0
Astreopora_sp,0
Caulastraea_furcata,0
Cladocora_caespitosa,0
Colpophyllia_natans,0
Coscinaraea_sp,0
Dendrogyra_cylindrus,0
Desmophyllum_dianthus,0
Desmophyllum_pertusum,0
Dichocoenia_stokesi,0
Diploria_clivosa,0
Echinophyllia_orpheensis,0
Echinopora_lamellosa,0
Favites_abdita,0
Favites_sp,0
Flabellum_deludens,0
Fungia_scutaria,0
Fungia_sp,0
Galaxea_astreata,0
Galaxea_fascicularis,0
Galaxea_sp,0
Goniastrea_retiformis,0
Heliofungia_actiniformis,0
Hydnophora_exesa,0
Hydnophora_rigida,0
Meandrina_meandrites,0
Mycedium_elephantotus,0
Mycedium_sp,0
Mycetophyllia_aliciae,0
Oulastrea_crispata,0
Pectinia_alcicornis,0
Phyllangia_mouchezii,0
Physogyra_lichtensteini,0
Plerogyra_sp,0
Plesiastrea_sp,0
Stylophora_pistillata,0
Tropidocyathus_labidus,0
Truncatoflabellum_sp,0
Zoopilus_echinatus,0
Terrazoanthus_sp,0
Neozoanthus_sp,0
Antipathozoanthus_macaronesicus,0
Umimayanthus_chanpuru,0
Umimayanthus_miyabi,0
Umimayanthus_nakama,0
Umimayanthus_sp,0
Sphenopus_marsupialis,0
Acrozoanthus_australiae,0
Acrozoanthus_sp,0
Bullagummizoanthus_emilyacadiaarum,0
Corallizoanthus_tsukaharai,0
Epizoanthus_arenaceus,0
Epizoanthus_californicus,0
Epizoanthus_couchii,0
Epizoanthus_cutressi,0
Epizoanthus_fiordicus,0
Epizoanthus_illoricatus,0
Epizoanthus_incrustatus,0
Epizoanthus_lindhali,0
Epizoanthus_minutus,0
Epizoanthus_paguricola,0
Epizoanthus_patagonichus,0
Epizoanthus_scotinus,0
Epizoanthus_sp,0
Epizoanthus_vagus,0
Hurlizoanthus_parrishi,0
Hurlizoanthus_sp,0
Hydrozoanthidae_sp,0
Hydrozoanthus_gracilis,0
Isaurus_sp,0
Isaurus_tuberculatus,0
Isozoanthus_giganteus,0
Isozoanthus_sp,0
Kauluzoanthus_kerbyi,0
Kulamanamana_haumeaae,0
Mesozoanthus_fossii,0
Microzoanthus_kagerou,0
Microzoanthus_occultus,0
Nanozoanthus_harenaceus,0
Palythoa_caribaeorum,0
Palythoa_grandiflora,0
Palythoa_grandis,0
Palythoa_heliodiscus,0
Palythoa_mizigama,0
Palythoa_mutuki,0
Palythoa_sp,0
Palythoa_tuberculosa,0
Palythoa_umbrosa,0
Palythoa_variabilis,0
Parazoanthid_sp,0
Parazoanthus_anguicomus,0
Parazoanthus_axinellae,0
Parazoanthus_capensis,0
Parazoanthus_catenularis,0
Parazoanthus_elongatus,0
Parazoanthus_gracilis,0
Parazoanthus_juanfernandezii,0
Parazoanthus_parasiticus,0
Parazoanthus_puertoricense,0
Parazoanthus_sp,0
Parazoanthus_swiftii,0
Parazoanthus_tunicans,0
Savalia_savaglia,0
Savalia_sp,0
Zibrowius_ammophilus,0
Zibrowius_sp,0
Zoanthus_gigantus,0
Zoanthus_kuroshio,0
Zoanthus_pulchellus,0
Zoanthus_sansibaricus,0
Zoanthus_sociatus,0
Zoanthus_solanderi,0
Zoanthus_sp,0
Zoanthus_vietnamensis,0
Leiopathes_sp,0
Parantipathes_sp,0
Schizopathes_affinis,0
Stauropathes_sp,0
Stylopathes_sp,0
Acanthopathes_thyoides,0
Antipathes_atlantica,0
Antipathes_galapagensis,0
Antipathes_griggi,0
Aphanipathes_verticillata,0
Bathypathes_patula,0
Bathypathes_sp,0
Cirrhipathes_anguina,0
Dendrobathypathes_boutillieri,0
Dendropathes_bacotaylorae,0
Elatopathes_abietina,0
Lillipathes_wingi,0
Phanopathes_expansa,0
Stichopathes_sp,0
Stichopathes_spiessi,0
Tanacetipathes_barbadensis,0
Trissopathes_pseudotristicha,0
Alatina_mordens,1
Carukia_barnesi,1
Morbakka_virulenta,1
Carybdea_arborifera,1
Carybdea_branchi,1
Carybdea_marsupialis,1
Carybdea_mora,1
Carybdea_rastonii,1
Carybdea_sp,1
Carybdea_xaymacana,1
Tamoya_haplonema,1
Tamoya_ohboya,1
Tamoya_sp,1
Copula_sivickisi,1
Tripedalia_cystophora,1
Chironex_fleckeri,1
Chironex_sp,1
Chironex_yamaguchii,1
Chiropsalmus_quadrumanus,1
Chiropsalmus_sp,1
Chirodropida_sp,1
Chirodropidae_sp,1
Halammohydra_sp,0
Candelabrum_cocksii,0
Candelabrum_sp,0
Branchiocerianthus_imperator,0
Corymorpha_bigelowi,0
Corymorpha_glacialis,0
Corymorpha_groenlandica,0
Corymorpha_intermedia,0
Corymorpha_nutans,0
Corymorpha_pendula,0
Corymorpha_sarsii,0
Euphysa_aurata,0
Euphysa_japonica,0
Euphysa_tentaculata,0
Hataia_parva,0
Hydra_canadensis,0
Hydra_carnea,0
Hydra_circumcincta,0
Hydra_hymanae,0
Hydra_magnipapillata,0
Hydra_oligactis,0
Hydra_oxycnida,0
Hydra_polymorphus,0
Hydra_robusta,0
Hydra_sinensis,0
Hydra_sp,0
Hydra_utahensis,0
Hydra_viridis,0
Hydra_viridissima,0
Hydra_vulgaris,0
Sympagohydra_tuuli,0
Ectopleura_crocea,0
Ectopleura_dumortierii,0
Ectopleura_larynx,0
Ectopleura_marina,0
Ectopleura_obypa,0
Ectopleura_wrighti,0
Hybocodon_chilensis,0
Hybocodon_prolifer,0
Ralpharia_gorgoniae,0
Tubularia_indivisa,0
Zyzzyzus_warreni,0
Asyncoryne_ryniensis,-1
Cladocoryne_floccosa,0
Cladonema_radiatum,1
Eleutheria_dichotoma,1
Staurocladia_vallentini,1
Staurocladia_wellingtoni,1
Codonium_proliferum,1
Coryne_cliffordi,1
Coryne_epizoica,-1
Coryne_eximia,1
Coryne_muscoides,0
Coryne_nipponica,1
Coryne_pintneri,0
Coryne_producta,1
Coryne_prolifera,1
Coryne_pusilla,0
Coryne_sp,-1
Coryne_uchidai,0
Dipurena_gemmifera,1
Dipurena_halterata,1
Dipurena_ophiogaster,1
Dipurena_reesi,1
Polyorchis_haplus,1
Polyorchis_penicillatus,1
Sarsia_apicula,1
Sarsia_lovenii,0
Sarsia_princeps,1
Sarsia_striata,1
Sarsia_tubulosa,1
Scrippsia_pacifica,1
Tiaricodon_coeruleus,1
Millepora_sp,0
Moerisia_inkermanica,1
Moerisia_sp,1
Odessia_maeotica,1
Pennaria_disticha,0
Pennaria_sp,0
Porpita_porpita,0
Porpita_sp,0
Velella_sp,0
Velella_velella,0
Solanderia_ericopsis,0
Solanderia_secunda,0
Sphaerocoryne_agassizii,1
Zanclea_costata,0
Zanclea_prolifera,0
Zanclea_sp,0
Bimeria_vestita,0
Bougainvillia_carolinensis,1
Bougainvillia_fulva,1
Bougainvillia_muscus,1
Bougainvillia_sp,-1
Bougainvillia_triestina,1
Dicoryne_conybearei,0
Garveia_annulata,0
Garveia_grisea,0
Koellikerina_fasciculata,1
Nemopsis_bachei,1
Pachycordyle_pusilla,0
Rhizorhagium_arenosum,0
Velkovrhia_enigmatica,0
Cordylophora_caspia,0
Cordylophora_sp,0
Cytaeis_sp,0
Perarella_schneideri,0
Eudendrium_californicum,0
Eudendrium_capillare,0
Eudendrium_caraiuru,0
Eudendrium_carneum,0
Eudendrium_glomeratum,0
Eudendrium_racemosum,0
Bouillonactinia_carcinicola,0
Bouillonactinia_hooperi,0
Clava_multicornis,0
Clavactinia_gallensis,0
Clavactinia_serrata,0
Hydractinia_echinata,0
Hydractinia_serrata,0
Hydractinia_sp,-1
Hydractinia_symbiolongicarpus,0
Hydrissa_sodalis,0
Janaria_mirabilis,0
Podocoryna_borealis,0
Podocoryna_carnea,0
Podocoryna_exigua,0
Podocoryna_hayamaensis,-1
Podocoryna_pruvoti,-1
Podocoryna_sp,-1
Schuchertinia_altispina,0
Schuchertinia_conchicola,0
Schuchertinia_milleri,0
Schuchertinia_sp,0
Hydrichthys_boycei,0
Brinckmannia_hexactinellidophila,0
Fabienna_sphaerica,0
Corydendrium_sp,0
Rhizogeton_nudus,0
Turritopsis_dohrnii,1
Turritopsis_lata,1
Turritopsis_nutricula,1
Turritopsis_rubra,1
Turritopsis_sp,1
Amphinema_dinema,0
Amphinema_sp,-1
Leuckartiara_octona,1
Leuckartiara_sp,-1
Neoturris_breviconis,0
Pandea_sp,-1
Proboscidactyla_flavicirrata,0
Proboscidactyla_ornata,0
Hydrichthella_epigorgia,0
Thecocodium_quadratum,0
Lizzia_blondina,0
Podocorynoides_minima,0
Rathkea_octopunctata,0
Adelopora_crassilabrum,0
Adelopora_sp,0
Calyptopora_sinuosa,0
Calyptopora_sp,0
Conopora_anthohelia,0
Conopora_candelabrum,0
Conopora_sp,0
Crypthelia_cryptotrema,0
Crypthelia_trophostega,0
Cyclohelia_lamellata,0
Distichopora_anceps,0
Distichopora_asulcata,0
Distichopora_borealis,0
Distichopora_irregularis,0
Distichopora_robusta,0
Distichopora_sp,0
Distichopora_violacea,0
Errinopora_nanneca,0
Inferiolabiata_lowei,0
Lepidopora_microstylus,0
Lepidopora_polystichopora,0
Lepidopora_sp,0
Lepidotheca_chauliostylus,0
Lepidotheca_sp,0
Leptohelia_flexibilis,0
Pliobothrus_echinatus,0
Pseudocrypthelia_pachypoma,0
Stephanohelia_sp,0
Stylantheca_petrograpta,0
Stylaster_californicus,0
Stylaster_campylecus,0
Stylaster_cancellatus,0
Stylaster_duchassaingii,0
Stylaster_elassotomus,0
Stylaster_galapagensis,0
Stylaster_horologium,0
Stylaster_imbricatus,0
Stylaster_papuensis,0
Stylaster_polyorchis,0
Stylaster_roseus,0
Stylaster_sanguineus,0
Stylaster_sp,0
Stylaster_verrillii,0
Systemapora_ornata,0
Aequorea_aequorea,0
Aequorea_australis,0
Aequorea_conica,0
Aequorea_papillata,0
Aequorea_sp,0
Aequorea_victoria,0
Gangliostoma_guangdongensis,0
Rhacostoma_atlantica,0
Rhacostoma_atlanticum,0
Aglaophenia_elongata,0
Aglaophenia_harpago,0
Aglaophenia_octodonta,0
Aglaophenia_pluma,0
Aglaophenia_rhynchocarpa,0
Aglaophenia_tubiformis,0
Cladocarpus_integer,0
Gymnangium_gracilicaule,0
Lytocarpia_canepa,0
Lytocarpia_sp,0
Macrorhynchia_philippina,0
Macrorhynchia_phoenicea,0
Macrorhynchia_sibogae,0
Blackfordia_polytentaculata,0
Blackfordia_virginica,0
Bonneviella_regia,0
Bonneviella_sp,0
Campanularia_hincksii,0
Campanularia_sp,0
Campanularia_subantarctica,0
Campanularia_volubilis,0
Clytia_elsaeoswaldae,0
Clytia_folleata,0
Clytia_gracilis,0
Clytia_hemisphaerica,0
Clytia_hummelincki,0
Clytia_linearis,0
Clytia_noliformis,0
Clytia_paulensis,0
Clytia_sp,0
Clytia_xiamenensis,0
Gonothyraea_loveni,0
Laomedea_calceolifera,0
Laomedea_flexuosa,0
Laomedea_inornata,0
Obelia_bidentata,0
Obelia_dichotoma,0
Obelia_geniculata,0
Obelia_longissima,0
Obelia_sp,0
Orthopyxis_caliculata,0
Orthopyxis_crenata,0
Orthopyxis_everta,0
Orthopyxis_integra,0
Orthopyxis_mianzani,0
Orthopyxis_sargassicola,0
Rhizocaulus_verticillatus,0
Silicularia_rosea,0
Calycella_syringa,0
Opercularella_lacerata,0
Opercularella_pumila,0
Eirene_brevistylus,0
Eirene_ceylonensis,0
Eirene_hexanemalis,0
Eirene_kambara,0
Eirene_lacteoides,0
Eirene_menoni,0
Eirene_pyramidalis,0
Eirene_viridula,0
Eugymnanthea_inquilina,0
Eugymnanthea_japonica,0
Eutima_curva,0
Eutima_gegenbauri,0
Eutima_gracilis,0
Eutima_krampi,0
Eutima_levuka,0
Eutima_sapinhoa,0
Eutima_sp,0
Eutonina_indicans,0
Helgicirrha_brevistyla,0
Helgicirrha_malayensis,0
Tima_formosa,0
Halecium_beanii,0
Halecium_halecinum,0
Halecium_incertus,0
Halecium_labrosum,0
Halecium_lenticulare,0
Halecium_mediterraneum,0
Halecium_muricatum,0
Halecium_pusillum,0
Hydrodendron_mirabile,0
Nemalecium_lighti,0
Antennella_ansini,0
Antennella_kiwiana,0
Antennella_secundaria,0
Halopteris_carinata,0
Halopteris_catharina,0
Halopteris_diaphana,0
Halopteris_liechtensternii,0
Halopteris_minuta,0
Halopteris_sp,0
Monostaechas_quadridens,0
Schizotricha_crassa,0
Schizotricha_falcata,0
Schizotricha_nana,0
Schizotricha_turqueti,0
Anthohebella_parasitica,0
Hebella_venusta,-1
Staurodiscus_gotoi,1
Staurodiscus_sp,-1
Kirchenpaueria_pinnata,0
Kirchenpaueria_similis,0
Oswaldella_grandis,0
Oswaldella_laertesi,0
Oswaldella_shetlandica,0
Oswaldella_stepanjantsae,0
Pycnotheca_mirabilis,0
Billardia_subrufa,0
Lafoea_dumosa,0
Melicertissa_sp,1
Stegopoma_plicatile,0
Eucheilota_bakeri,0
Eucheilota_maculata,0
Eucheilota_menoni,0
Eucheilota_sp,0
Hydranthea_margarica,0
Lovenella_assimilis,0
Lovenella_gracilis,0
Malagazzia_carolinae,0
Octophialucium_indicum,0
Octophialucium_medium,0
Melicertum_octocostatum,0
Campanulina_panicula,0
Mitrocomella_brownei,0
Mitrocomella_niwai,0
Dentitheca_bidentata,0
Monotheca_obliqua,0
Nemertesia_antennina,0
Phialella_quadrata,0
Plumularia_duseni,0
Plumularia_filicaulis,0
Plumularia_habereri,0
Plumularia_hyalina,0
Plumularia_lagenifera,0
Plumularia_margaretta,0
Plumularia_mooreana,0
Plumularia_pulchella,0
Plumularia_setacea,0
Plumularia_setaceoides,0
Plumularia_sp,0
Plumularia_spiralis,0
Plumularia_strictocarpa,0
Abietinaria_abietina,0
Abietinaria_filicula,0
Amphisbetia_minima,0
Amphisbetia_operculata,0
Cnidoscyphus_marginatus,0
Diphasia_fallax,0
Dynamena_crisioides,0
Dynamena_pumila,0
Hydrallmania_falcata,0
Idiellana_pristis,0
Salacia_desmoides,0
Sertularella_africana,0
Sertularella_cylindritheca,0
Sertularella_diaphana,0
Sertularella_ellisii,0
Sertularella_gayi,0
Sertularella_mediterranea,0
Sertularella_sanmatiasensis,0
Sertularia_argentea,0
Sertularia_cupressina,0
Sertularia_distans,0
Sertularia_marginata,0
Sertularia_moluccana,0
Sertularia_perpusilla,0
Sertularia_tumida,0
Sertularia_turbinata,0
Thuiaria_thuja,0
Thyroscyphus_ramosus,0
Staurotheca_antarctica,0
Sugiura_chengshanense,-1
Antarctoscyphus_spiralis,0
Symplectoscyphus_curvatus,0
Symplectoscyphus_exochus,0
Symplectoscyphus_glacialis,0
Symplectoscyphus_turgidus,0
Modeeria_rotunda,0
Tiaropsidium_kelseyi,1
Tiaropsis_multicirrata,1
Monobrachium_parasiticum,0
Aglauropsis_aeora,0
Astrohydra_japonica,0
Craspedacusta_sinensis,0
Craspedacusta_sowerbyi,0
Gonionemus_sp,0
Limnocnida_tanganyicae,0
Maeotias_marginata,0
Olindias_formosus,0
Olindias_phosphorica,0
Olindias_sambaquiensis,0
Scolionema_suvaense,0
Aegina_citrea,0
Aeginura_grimaldii,0
Solmundella_bitentaculata,0
Solmissus_marshalli,0
Sigiweddellia_sp,0
Tetraplatia_volitans,0
Agalma_clausi,0
Agalma_elegans,0
Agalma_okeni,0
Athorybia_rosacea,0
Halistemma_rubrum,0
Marrus_orthocanna,0
Nanomia_bijuga,0
Apolemia_lanosa,0
Apolemia_rubriversa,0
Apolemia_sp,0
Chuniphyes_multidentata,0
Clausophyes_ovata,0
Clausophyid_sp,0
Cordagalma_cordiforme,0
Sulculeolaria_quadrivalvis,0
Lensia_conoidea,0
Muggiaea_atlantica,0
Erenna_sp,0
Forskalia_asymmetrica,0
Forskalia_edwardsi,0
Forskalia_formosa,0
Forskalia_tholoides,0
Hippopodius_hippopus,0
Physalia_physalis,0
Physalia_utriculus,0
Physophora_hydrostatica,0
Craseoa_lathetica,0
Gymnopraia_lapislazula,0
Lilyopsis_fluoracantha,0
Nectadamas_diomedeae,0
Nectopyramis_natans,0
Nectopyramis_sp,0
Praya_dubia,0
Praya_sp,0
Rosacea_flaccida,0
Bargmannia_amoena,0
Bargmannia_elongata,0
Rhizophysa_eysenhardti,0
Rhizophysa_filiformis,0
Stephalia_dilata,0
Sphaeronectes_gracilis,0
Stephanomia_amphytridis,0
Siphonophorae_sp,0
Geryonia_proboscidalis,0
Liriope_tetraphylla,0
Botrynema_brucei,0
Haliscera_conica,0
Varitentacula_yantaiensis,0
Aglantha_digitale,0
Aglaura_hemistoma,0
Amphogona_apicata,0
Crossota_rufobrunnea,0
Pantachogon_haeckeli,0
Pantachogon_sp,0
Rhopalonema_velatum,0
Atolla_vanhoeffeni,0
Atolla_wyvillei,0
Nausithoe_atlantica,0
Nausithoe_rubra,0
Nausithoe_sp,-1
Periphylla_periphylla,0
Cassiopea_andromeda,-1
Cassiopea_ornata,-1
Cassiopea_sp,-1
Cassiopea_xamachana,1
Catostylus_mosaicus,0
Catostylus_sp,-1
Acromitus_sp,-1
